rank,firstName,lastName,position,team,consensus_pts,source_count,fantasypros_pts,clay_pts,spread_pct,avg_pass_yards,avg_pass_tds,avg_interceptions,avg_rush_yards,avg_rush_tds,avg_receptions,avg_rec_yards,avg_rec_tds,avg_fumbles_lost,fantasypros_date,clay_date
218,Isaac,TeSlaa,WR,DET,66.3,2,72.3,60.2,18.3,,,,,,24.7,327.1,3.5,0.1,2026-06-04,2026-06-04
219,Tory,Horton,WR,SEA,66.2,2,79.5,52.9,40.2,,,,1.5,,26.1,349.7,3.1,0.3,2026-06-04,2026-06-04
220,De'Zhaun,Stribling,WR,SF,66.1,2,76.5,55.6,31.6,,,,3.2,,27.3,388.9,2.3,0.3,2026-06-04,2026-06-04
221,Adonai,Mitchell,WR,NYJ,65.6,2,66.3,64.8,2.3,,,,11.1,0.1,26.8,381.8,2.1,0.1,2026-06-04,2026-06-04
222,Mike,Washington Jr.,RB,LV,64.1,2,69.8,58.5,17.6,,,,358.8,2.0,11.6,90.7,0.3,0.3,2026-06-04,2026-06-04
223,Devaughn,Vele,WR,NO,63.4,2,76.4,50.3,41.2,,,,,,30.1,340.4,2.4,0.1,2026-06-04,2026-06-04
224,Tank,Bigsby,RB,PHI,63.1,2,65.9,60.2,9.0,,,,396.2,3.1,3.6,29.1,0.1,0.1,2026-06-04,2026-06-04
225,Michael,Mayer,TE,LV,62.8,2,64.8,60.8,6.4,,,,,,37.7,359.4,1.4,0.1,2026-06-04,2026-06-04
226,Troy,Franklin,WR,DEN,62.2,2,81.2,43.2,61.1,,,,10.9,,26.8,306.2,3.0,0.3,2026-06-04,2026-06-04
227,Van,Jefferson,WR,WAS,61.3,2,60.8,61.8,1.6,,,,,,28.0,357.9,1.9,0.1,2026-06-04,2026-06-04
228,Dawson,Knox,TE,BUF,61.0,2,65.0,57.0,13.1,,,,,,27.5,296.8,3.0,0.1,2026-06-04,2026-06-04
229,Ted,Hurst III,WR,TB,60.8,2,68.5,53.1,25.3,,,,3.2,,25.9,343.1,2.3,0.3,2026-06-04,2026-06-04
230,Theo,Johnson,TE,NYG,60.0,2,67.6,52.4,25.3,,,,,,27.8,303.2,2.6,0.1,2026-06-04,2026-06-04
231,Darnell,Washington,TE,PIT,59.6,2,61.3,57.9,5.7,,,,,,32.0,324.8,1.9,0.3,2026-06-04,2026-06-04
232,Hollywood,Brown,WR,PHI,59.5,2,74.1,44.8,49.3,,,,,,25.1,310.9,2.6,0.1,2026-06-04,2026-06-04
233,Keon,Coleman,WR,BUF,58.6,2,57.4,59.9,4.3,,,,,,22.2,309.2,2.8,0.1,2026-06-04,2026-06-04
234,Jalen,Tolbert,WR,MIA,58.3,2,59.3,57.4,3.3,,,,,,30.1,364.1,1.2,0.1,2026-06-04,2026-06-04
235,Olamide,Zaccheaus,WR,ATL,58.2,2,67.0,49.4,30.2,,,,4.8,,32.6,323.4,1.6,0.1,2026-06-04,2026-06-04
236,Pat,Bryant,WR,DEN,58.1,2,58.2,58.0,0.3,,,,,,28.2,319.8,2.0,0.1,2026-06-04,2026-06-04
237,Xavier,Legette,WR,CAR,57.6,2,57.8,57.4,0.7,,,,10.9,0.1,26.8,307.9,2.0,0.1,2026-06-04,2026-06-04
238,Ja'Tavion,Sanders,TE,CAR,57.1,2,54.7,59.6,8.6,,,,,,33.7,283.9,2.0,0.1,2026-06-04,2026-06-04
239,Mason,Taylor,TE,NYJ,56.7,2,70.9,42.6,49.9,,,,,,34.4,288.6,1.8,0.1,2026-06-04,2026-06-04
240,Savion,Williams,WR,GB,56.5,2,57.1,55.9,2.1,,,,47.0,0.1,23.9,272.0,2.0,0.1,2026-06-04,2026-06-04
241,Dontayvion,Wicks,WR,PHI,55.7,2,62.1,49.4,22.8,,,,1.5,,25.3,301.3,2.1,0.1,2026-06-04,2026-06-04
242,Malik,Davis,RB,DAL,55.1,2,67.2,43.1,43.7,,,,296.9,2.4,8.3,63.6,0.1,0.1,2026-06-04,2026-06-04
243,Marvin,Mims Jr.,WR,DEN,55.1,2,54.4,55.7,2.4,,,,45.0,0.1,24.1,272.2,1.8,0.2,2026-06-04,2026-06-04
244,KaVontae,Turpin,WR,DAL,54.2,2,54.2,54.2,0.0,,,,102.2,0.2,18.1,230.2,1.9,0.2,2026-06-04,2026-06-04
245,James,Conner,RB,ARI,52.6,1,52.6,,0,,,,155.0,1.5,18.0,131.5,1.0,,2026-06-04,2026-06-04
246,Chris,Brazzell II,WR,CAR,50.8,2,49.8,51.8,3.9,,,,,,22.2,287.9,1.9,0.1,2026-06-04,2026-06-04
247,Jaylin,Lane,WR,WAS,50.7,2,49.9,51.6,3.3,,,,,,22.9,281.0,1.9,0.1,2026-06-04,2026-06-04
248,Kaelon,Black,RB,SF,50.5,2,71.5,29.5,83.2,,,,285.3,2.1,6.3,55.5,0.3,0.6,2026-06-04,2026-06-04
249,Elijah,Sarratt,WR,BAL,50.5,2,49.6,51.4,3.6,,,,,,19.8,294.2,1.9,0.1,2026-06-04,2026-06-04
250,Tommy,Tremble,TE,CAR,50.5,2,51.0,50.0,2.0,,,,,,26.6,253.0,2.0,0.1,2026-06-04,2026-06-04
251,MarShawn,Lloyd,RB,GB,50.4,2,39.7,61.1,42.5,,,,248.8,1.8,9.2,66.8,0.7,0.1,2026-06-04,2026-06-04
252,Ashton,Dulin,WR,IND,50.4,2,63.2,37.7,50.5,,,,36.1,0.1,19.8,292.4,1.2,0.1,2026-06-04,2026-06-04
253,Chris,Brooks,RB,GB,50.0,2,59.2,40.9,36.6,,,,210.6,1.1,15.7,109.3,0.7,0.3,2026-06-04,2026-06-04
254,Kalif,Raymond,WR,CHI,49.8,2,50.9,48.7,4.4,,,,27.1,0.1,26.9,264.9,1.1,0.1,2026-06-04,2026-06-04
255,Xavier,Hutchinson,WR,HOU,49.6,2,59.4,39.8,39.5,,,,13.1,,22.9,276.1,1.6,0.1,2026-06-04,2026-06-04
256,Elijah,Arroyo,TE,SEA,49.3,2,48.3,50.4,4.3,,,,,,24.1,264.0,1.9,0.1,2026-06-04,2026-06-04
257,DeMario,Douglas,WR,NE,48.5,2,50.2,46.7,7.2,,,,21.2,0.1,22.9,271.1,1.2,0.1,2026-06-04,2026-06-04
258,Brashard,Smith,RB,KC,48.1,2,50.2,46.0,8.7,,,,149.1,1.0,17.4,126.2,1.0,0.1,2026-06-04,2026-06-04
259,Emari,Demercado,RB,KC,46.7,1,46.7,,0,,,,299.5,1.0,8.5,65.0,0.5,1.5,2026-06-04,2026-06-04
260,Kirk,Cousins,QB,LV,46.2,2,45.1,47.4,5.0,793.5,4.3,3.1,10.6,0.1,,,,0.5,2026-06-04,2026-06-04
261,Emanuel,Wilson,RB,SEA,45.9,2,60.1,31.7,61.9,,,,260.2,1.6,8.7,62.3,0.1,0.3,2026-06-04,2026-06-04
262,Joshua,Palmer,WR,BUF,45.6,2,56.1,35.0,46.3,,,,,,21.4,271.4,1.3,0.1,2026-06-04,2026-06-04
263,Tyler,Higbee,TE,LAR,45.5,2,62.1,28.9,73.0,,,,,,21.3,240.3,1.8,,2026-06-04,2026-06-04
264,Emmett,Johnson,RB,KC,44.5,2,37.9,51.0,29.5,,,,249.7,1.8,6.6,50.0,0.1,0.1,2026-06-04,2026-06-04
265,Jaylin,Noel,WR,HOU,44.2,2,45.4,43.1,5.2,,,,22.1,0.1,21.8,239.2,1.2,0.1,2026-06-04,2026-06-04
266,Chimere,Dike,WR,TEN,44.1,2,60.4,27.8,73.9,,,,42.0,0.7,16.1,156.6,2.1,0.3,2026-06-04,2026-06-04
267,Cole,Kmet,TE,CHI,44.1,2,43.3,44.9,3.6,,,,,,21.6,219.6,1.9,0.1,2026-06-04,2026-06-04
268,Noah,Fant,TE,NO,43.2,2,51.9,34.5,40.3,,,,,,26.6,240.2,1.2,0.8,2026-06-04,2026-06-04
269,Jake,Tonges,TE,SF,43.2,2,36.1,50.4,33.1,,,,,,21.8,219.7,1.8,0.1,2026-06-04,2026-06-04
270,Zachariah,Branch,WR,ATL,42.4,2,43.1,41.7,3.3,,,,,,21.0,251.8,1.1,0.1,2026-06-04,2026-06-04
271,Adam,Randall,RB,BAL,42.0,2,61.0,23.0,90.5,,,,201.0,1.5,7.2,66.2,0.6,0.3,2026-06-04,2026-06-04
272,Tutu,Atwell,WR,MIA,42.0,2,43.3,40.8,5.9,,,,11.1,0.1,20.9,292.1,0.2,0.1,2026-06-04,2026-06-04
273,Jaylen,Wright,RB,MIA,41.2,2,45.8,36.6,22.3,,,,253.5,1.2,7.7,54.2,0.1,0.6,2026-06-04,2026-06-04
274,Noah,Gray,TE,KC,41.2,2,37.2,45.1,19.2,,,,,,23.2,230.2,1.1,0.1,2026-06-04,2026-06-04
275,Will,Kacmarek,TE,MIA,40.6,2,48.6,32.5,39.7,,,,,,22.4,212.9,1.4,0.3,2026-06-04,2026-06-04
276,Kendrick,Bourne,WR,ARI,40.3,2,39.1,41.5,6.0,,,,,,22.9,239.8,0.8,0.1,2026-06-04,2026-06-04
277,Kyle,Juszczyk,RB,SF,39.1,2,43.3,34.9,21.5,,,,14.7,0.1,22.4,187.2,1.2,0.1,2026-06-04,2026-06-04
278,Austin,Hooper,TE,ATL,38.8,2,42.9,34.7,21.1,,,,,,21.9,207.3,1.2,0.1,2026-06-04,2026-06-04
279,Jalen,Royals,WR,KC,38.6,2,36.9,40.3,8.8,,,,,,17.0,198.0,1.8,0.1,2026-06-04,2026-06-04
280,Erick,All Jr.,TE,CIN,37.7,2,45.3,30.1,40.3,,,,,,21.6,192.2,1.3,0.1,2026-06-04,2026-06-04
281,Josh,Oliver,TE,MIN,37.1,2,44.7,29.6,40.6,,,,,,18.1,173.7,1.8,0.1,2026-06-04,2026-06-04
282,Luke,McCaffrey,WR,WAS,36.9,2,36.9,0.0,0,,,,,,12.0,189.0,2.0,,2026-06-04,2026-06-04
283,Treylon,Burks,WR,WAS,36.3,2,37.0,35.6,3.9,,,,,,15.9,215.8,1.1,0.1,2026-06-04,2026-06-04
284,Cedric,Tillman,WR,CLE,36.0,2,51.4,20.6,85.6,,,,-0.2,,15.2,185.2,1.6,,2026-06-04,2026-06-04
285,Eli,Stowers,TE,PHI,35.8,2,42.3,29.3,36.3,,,,10.0,,18.4,187.4,1.2,0.3,2026-06-04,2026-06-04
286,J.J.,McCarthy,QB,MIN,35.2,2,26.0,44.4,52.3,483.1,2.6,1.8,37.7,0.7,,,,0.2,2026-06-04,2026-06-04
287,LeQuint,Allen Jr.,RB,JAC,35.0,2,34.8,35.2,1.1,,,,34.0,0.1,21.9,148.0,0.9,0.1,2026-06-04,2026-06-04
288,Marlin,Klein,TE,HOU,34.8,1,34.8,,0,,,,,,19.5,194.2,1.1,0.5,2026-06-04,2026-06-04
289,Elijah,Higgins,TE,ARI,34.4,2,34.2,34.7,1.5,,,,,,21.4,189.1,0.9,0.3,2026-06-04,2026-06-04
290,Bryce,Lance,WR,NO,34.0,2,33.6,34.4,2.4,,,,,,16.2,204.2,0.9,0.1,2026-06-04,2026-06-04
291,Dont'e,Thornton Jr.,WR,LV,33.8,2,33.0,34.6,4.7,,,,,,15.1,210.8,0.9,0.1,2026-06-04,2026-06-04
292,Frank,Gore Jr.,RB,BUF,33.5,1,33.5,,0,,,,174.0,2.0,3.0,26.0,,,2026-06-04,2026-06-04
293,Jahdae,Walker,WR,CHI,33.5,2,50.8,16.2,103.3,,,,1.8,,12.3,157.7,1.9,,2026-06-04,2026-06-04
294,Eli,Raridon,TE,NE,32.9,2,36.8,29.1,23.4,,,,,,17.4,173.4,1.2,0.3,2026-06-04,2026-06-04
295,Roschon,Johnson,RB,CHI,32.8,1,32.8,,0,,,,116.0,3.0,3.0,17.0,,,2026-06-04,2026-06-04
296,Luke,Musgrave,TE,GB,32.8,2,38.5,27.1,34.8,,,,,,17.8,168.1,1.2,0.1,2026-06-04,2026-06-04
297,Keaton,Mitchell,RB,LAC,32.7,2,47.4,17.9,90.4,,,,182.8,0.6,8.8,64.1,0.1,0.3,2026-06-04,2026-06-04
298,Jordan,Whittington,WR,LAR,32.6,2,33.3,31.9,4.3,,,,12.1,0.1,15.0,172.0,1.1,0.1,2026-06-04,2026-06-04
299,Isaiah,Davis,RB,NYJ,32.4,2,32.9,31.9,3.1,,,,117.0,0.9,11.4,86.5,0.1,,2026-06-04,2026-06-04
300,Calvin,Austin III,WR,NYG,32.3,2,50.8,13.7,115.0,,,,,,14.2,185.3,1.1,,2026-06-04,2026-06-04
301,Ty,Chandler,RB,NO,32.1,1,32.1,,0,,,,144.0,1.0,12.0,57.0,,,2026-06-04,2026-06-04
302,Phil,Mafah,RB,DAL,31.6,1,31.6,,0,,,,142.0,2.0,4.0,34.0,,,2026-06-04,2026-06-04
303,Jaydon,Blue,RB,DAL,31.4,2,33.1,29.7,10.8,,,,186.2,1.2,4.2,30.9,0.1,0.1,2026-06-04,2026-06-04
304,Ray,Davis,RB,BUF,31.0,2,32.3,29.8,8.1,,,,137.9,1.1,7.9,60.0,0.2,0.1,2026-06-04,2026-06-04
305,DJ,Giddens,RB,IND,30.9,2,31.5,30.3,3.9,,,,141.2,1.0,8.8,56.9,0.1,0.1,2026-06-04,2026-06-04
306,John,Bates,TE,WAS,30.9,2,35.0,26.9,26.2,,,,,,16.7,153.8,1.3,0.3,2026-06-04,2026-06-04
307,Odell,Beckham Jr.,WR,NYG,30.8,2,30.8,30.9,0.3,,,,2.9,,14.2,175.9,1.0,0.1,2026-06-04,2026-06-04
308,Adam,Trautman,TE,DEN,30.7,2,38.2,23.3,48.5,,,,,,15.7,153.8,1.2,,2026-06-04,2026-06-04
309,Elic,Ayomanor,WR,TEN,30.2,2,55.1,5.3,164.9,,,,,,12.2,162.9,1.3,,2026-06-04,2026-06-04
310,Drew,Sample,TE,CIN,29.7,2,30.3,29.1,4.0,,,,,,17.1,146.1,1.1,0.1,2026-06-04,2026-06-04
311,Charlie,Kolar,TE,LAC,29.5,2,42.2,16.8,86.1,,,,,,11.6,138.1,1.6,,2026-06-04,2026-06-04
312,Ollie,Gordon II,RB,MIA,29.3,2,29.7,28.9,2.7,,,,180.8,1.1,4.0,27.9,0.1,0.1,2026-06-04,2026-06-04
313,Daniel,Bellinger,TE,TEN,29.2,2,40.9,17.6,79.7,,,,,,15.9,161.8,0.8,,2026-06-04,2026-06-04
314,Brock,Wright,TE,DET,29.1,2,41.0,17.2,81.8,,,,,,13.7,123.5,1.6,,2026-06-04,2026-06-04
315,Devontez,Walker,WR,BAL,29.0,2,29.4,28.6,2.8,,,,,,11.8,166.2,1.1,0.1,2026-06-04,2026-06-04
316,Sean,Tucker,RB,TB,28.2,2,29.9,26.6,11.7,,,,145.7,2.2,0.2,1.5,,0.1,2026-06-04,2026-06-04
317,Skyler,Bell,WR,BUF,28.2,2,28.2,28.3,0.4,,,,,,12.1,163.2,1.0,0.1,2026-06-04,2026-06-04
318,Malachi,Fields,WR,NYG,27.9,2,27.6,28.3,2.5,,,,,,13.1,157.8,0.9,0.1,2026-06-04,2026-06-04
319,Nick,Vannett,TE,LAR,27.8,1,27.8,,0,,,,,,11.0,103.0,2.0,,2026-06-04,2026-06-04
320,Mitchell,Evans,TE,CAR,27.4,2,26.9,27.8,3.3,,,,,,15.0,139.8,1.0,0.1,2026-06-04,2026-06-04
321,Cade,Stover,TE,HOU,27.0,2,25.7,28.4,10.0,,,,5.0,,15.7,131.1,0.9,0.1,2026-06-04,2026-06-04
322,Jeremy,Ruckert,TE,NYJ,26.9,2,32.2,21.6,39.4,,,,,,15.8,120.9,1.1,,2026-06-04,2026-06-04
323,Ben,Sims,TE,MIA,26.6,2,37.9,15.3,85.0,,,,,,16.1,149.3,0.6,,2026-06-04,2026-06-04
324,Davis,Allen,TE,LAR,26.5,2,35.6,17.4,68.7,,,,,,12.4,115.7,1.4,,2026-06-04,2026-06-04
325,Grant,Calcaterra,TE,PHI,26.2,1,26.2,,0,,,,,,12.8,132.5,1.1,,2026-06-04,2026-06-04
326,Tyler,Badie,RB,DEN,25.4,2,24.3,26.4,8.3,,,,17.8,0.1,14.0,115.8,0.8,0.1,2026-06-04,2026-06-04
327,Carson,Beck,QB,ARI,25.3,2,19.7,30.8,44.0,365.1,2.4,1.4,23.6,0.1,,,,0.1,2026-06-04,2026-06-04
328,Jawhar,Jordan,RB,HOU,25.2,2,45.0,5.4,157.1,,,,136.5,0.6,5.8,43.5,0.2,0.2,2026-06-04,2026-06-04
329,Devin,Singletary,RB,NYG,25.2,2,25.4,24.9,2.0,,,,142.8,1.0,4.1,26.1,0.1,0.1,2026-06-04,2026-06-04
330,Demarcus,Robinson,WR,SF,25.2,2,44.4,6.0,152.4,,,,1.2,,10.3,148.2,0.8,,2026-06-04,2026-06-04
331,Elijah,Mitchell,RB,PHI,25.1,1,25.1,,0,,,,159.0,1.0,2.0,22.0,,,2026-06-04,2026-06-04
332,Jam,Miller,RB,NE,25.1,1,25.1,,0,,,,156.0,1.0,2.0,25.0,,,2026-06-04,2026-06-04
333,Jack,Endries,TE,CIN,24.8,1,24.8,,0,,,,,,13.0,123.0,1.0,,2026-06-04,2026-06-04
334,Ben,Sinnott,TE,WAS,24.3,2,25.9,22.6,13.6,,,,,,11.9,111.2,1.2,,2026-06-04,2026-06-04
335,Konata,Mumpfield,WR,LAR,24.2,2,24.6,23.7,3.7,,,,,,9.9,126.8,1.1,0.1,2026-06-04,2026-06-04
336,Will,Mallory,TE,IND,24.1,1,24.1,,0,,,,,,11.0,126.0,1.0,,2026-06-04,2026-06-04
337,Jackson,Hawes,TE,BUF,23.8,2,25.2,22.5,11.3,,,,,,10.8,112.5,1.2,,2026-06-04,2026-06-04
338,Jeremy,McNichols,RB,WAS,23.7,1,23.7,,0,,,,88.0,1.0,7.0,54.0,,,2026-06-04,2026-06-04
339,Hayden,Rucci,TE,SF,23.7,1,23.7,,0,,,,,,12.0,117.0,1.0,,2026-06-04,2026-06-04
340,Charlie,Woerner,TE,ATL,23.6,1,23.6,,0,,,,,,14.5,127.4,0.6,,2026-06-04,2026-06-04
341,Nate,Boerkircher,TE,JAC,23.5,2,29.5,17.4,51.6,,,,,,11.2,114.7,1.1,0.2,2026-06-04,2026-06-04
342,Mack,Hollins,WR,NE,23.4,2,22.7,24.2,6.4,,,,,,10.9,126.8,0.9,0.1,2026-06-04,2026-06-04
343,Brenen,Thompson,WR,LAC,23.4,2,22.6,24.2,6.8,,,,11.2,0.1,9.8,120.9,0.8,0.1,2026-06-04,2026-06-04
344,Luke,Schoonmaker,TE,DAL,23.3,2,24.2,22.5,7.3,,,,,,12.1,115.8,0.9,,2026-06-04,2026-06-04
345,Ty,Simpson,QB,LAR,23.2,1,23.2,,0,298.2,2.6,0.8,18.4,,,,,0.1,2026-06-04,2026-06-04
346,Tanner,Hudson,TE,CIN,23.1,2,22.8,23.5,3.0,,,,,,13.1,110.1,0.9,0.1,2026-06-04,2026-06-04
347,Salvon,Ahmed,RB,CHI,22.9,1,22.9,,0,,,,152.0,1.0,1.0,12.0,,,2026-06-04,2026-06-04
348,Bauer,Sharp,TE,TB,22.8,1,22.8,,0,,,,,,11.0,113.0,1.0,,2026-06-04,2026-06-04
349,Jarquez,Hunter,RB,LAR,22.7,1,22.7,,0,,,,148.0,1.0,1.0,14.0,,,2026-06-04,2026-06-04
350,KeAndre,Lambert-Smith,WR,LAC,22.6,2,22.1,23.1,4.4,,,,,,9.8,120.9,0.9,0.1,2026-06-04,2026-06-04
351,Cam,Grandy,TE,CIN,22.5,1,22.5,,0,,,,,,13.0,100.0,1.0,,2026-06-04,2026-06-04
352,Justin,Joly,TE,DEN,22.5,1,22.5,,0,,,,,,12.0,105.0,1.0,,2026-06-04,2026-06-04
353,Dallen,Bentley,TE,DEN,22.5,1,22.5,,0,,,,,,12.0,105.0,1.0,,2026-06-04,2026-06-04
354,Demond,Claiborne,RB,MIN,22.3,2,22.1,22.4,1.3,,,,115.8,0.9,4.2,27.1,0.1,0.1,2026-06-04,2026-06-04
355,Tanner,Conner,TE,NYG,22.3,1,22.3,,0,,,,,,10.0,113.0,1.0,,2026-06-04,2026-06-04
356,Zaire,Mitchell-Paden,TE,NO,22.2,1,22.2,,0,,,,,,11.0,107.0,1.0,,2026-06-04,2026-06-04
357,Mo,Alie-Cox,TE,IND,22.2,2,21.7,22.6,4.1,,,,,,10.9,110.8,0.9,0.1,2026-06-04,2026-06-04
358,Dameon,Pierce,RB,PHI,22.1,1,22.1,,0,,,,161.0,1.0,,,,,2026-06-04,2026-06-04
359,Audric,Estime,RB,NO,22.1,1,22.1,,0,,,,122.0,1.0,3.0,24.0,,,2026-06-04,2026-06-04
360,Kendre,Miller,RB,NO,21.9,2,38.4,5.5,149.9,,,,132.4,1.1,2.0,14.0,,,2026-06-04,2026-06-04
361,Donovan,Edwards,RB,MIA,21.9,1,21.9,,0,,,,130.0,1.0,2.0,19.0,,,2026-06-04,2026-06-04
